Date,Ref No,Outlet,Point of Sales,Cashier,Membership No,Category,Item No,Item Name,Group,Sub-Group,Qty,Nett Sales,Hdr Remark,Line Remark,Line Info
2024-08-14,OR24081400510009,DORS,DO-P1,DF0004,WALK-IN,PHOTO PHACTORY,PHPH100090,TUSCANY YELLOW PLEATED SKIRT-XS,FASHION APPAREL,LADIES BOTTOM,1,98,,,LOCAL/PR
2024-08-14,OR24081400510010,DORS,DO-P1,DF0004,WALK-IN,PHOTO PHACTORY,PHPH100090,TUSCANY YELLOW PLEATED SKIRT-XS,FASHION APPAREL,LADIES BOTTOM,1,98,,,LOCAL/PR
2024-08-14,OR24081400510011,DORS,DO-P1,DF0004,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100014,MRT Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,TOURIST
2024-08-14,OR24081400520003,DORS,DO-P2,DF0004,DO2100225334,MARTHA WHO,MTWH100216,CH KEBAYA LACE MULTI M,FASHION APPAREL,DRESS,1,384,,,
2024-08-14,OR24081400520003,DORS,DO-P2,DF0004,DO2100225334,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-14,OR24081400520004,DORS,DO-P2,DF0004,WALK-IN,SINGLAPA,SILA100059,[Singlapa] Peranakan Teapot Pouch,FASHION ACCESSORIES,BAG,1,27.9,,,
2024-08-14,OR24081400520005,DORS,DO-P2,DF0004,DO2100225335,STRAIT LIGHTS,STRL100011,Tanjong Beach Bracelet 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,
2024-08-14,OR24081400520005,DORS,DO-P2,DF0004,DO2100225335,STRAIT LIGHTS,STRL100017,River Valley Bracelet 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,
2024-08-14,OR24081400520005,DORS,DO-P2,DF0004,DO2100225335,STRAIT LIGHTS,STRL100038,Haji Lane Bracelet 16cm,FASHION ACCESSORIES,BRACELET,1,48,,,
2024-08-14,OR24081400520005,DORS,DO-P2,DF0004,DO2100225335,STRAIT LIGHTS,STRL100044,Palawan Beach Bracelet - 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,
2024-08-14,OR24081400520005,DORS,DO-P2,DF0004,DO2100225335,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,HUMBLE BOW,HBOW100295,Sling Pouch,FASHION ACCESSORIES,HEADWEAR,1,65,"
REFUND REASON: 6",,TOURIST
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,HUMBLE BOW,HBOW100295,Sling Pouch,FASHION ACCESSORIES,HEADWEAR,-1,-36.4,"
REFUND REASON: 6",,TOURIST
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,EDEN&ELIE,EDEL100436,Striped Medallion Necklace - Influence,FASHION ACCESSORIES,NECKLACE,1,146.7,"
REFUND REASON: 6",HONOR PRICE SAME AS PRICE BOOK +10% NDP,TOURIST
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,DESIGN ORCHARD,00000,Open Item,0,0,-1,-208,"
REFUND REASON: 6",kanz100658,TOURIST
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,DESIGN ORCHARD,00000,Open Item,0,0,-1,-146.7,"
REFUND REASON: 6",,TOURIST
2024-08-23,OR24082300510026,DORS,DO-P1,DF0016,WALK-IN,GNOME AND BOW,GNBW100131,Musketeer Two Tone Coin Key Zip Card Holder Black ,FASHION ACCESSORIES,WALLET,1,0,,,TOURIST
2024-08-23,OR24082300510026,DORS,DO-P1,DF0016,WALK-IN,GNOME AND BOW,GNBW100134,Musketeer Two Tone Coin Slot Small Bifold Wallet Black ,FASHION ACCESSORIES,WALLET,1,168,,,TOURIST
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,-1,-38.41,"
REFUND REASON: 6",,TOURIST
2024-08-14,OR24081400510012,DORS,DO-P1,DF0001,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,21.5,"
REFUND REASON: 6",,TOURIST
2024-08-14,OR24081400520006,DORS,DO-P2,DF0004,WALK-IN,STRAIT LIGHTS,STRL100004,Tanglin Candle 280G,SMALL HOME FURNISHING,CANDLE,1,58.35,,,
2024-08-14,OR24081400520006,DORS,DO-P2,DF0004,WALK-IN,SOUL GOOD PROJECT,SGPJ100030,Seasonal Collection - Tea Series,SMALL HOME FURNISHING,CANDLE,1,60.8,,,
2024-08-14,OR24081400520007,DORS,DO-P2,DF0004,WALK-IN,SOUL GOOD PROJECT,SGPJ100030,Seasonal Collection - Tea Series,SMALL HOME FURNISHING,CANDLE,1,60.8,,,
2024-08-14,OR24081400520008,DORS,DO-P2,DF0004,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,15.9,,,
2024-08-14,OR24081400520009,DORS,DO-P2,DF0004,10010919,SINGLAPA,SILA100054,[Singlapa] Peranakan Teapot Tea Towel,SMALL HOME FURNISHING,TEA TOWEL,1,28.8,,,EXPATS
2024-08-14,OR24081400520009,DORS,DO-P2,DF0004,10010919,SINGLAPA,SILA100106,[Singlapa] Singapore Hawker Food Tea Towel ,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,EXPATS
2024-08-14,OR24081400520009,DORS,DO-P2,DF0004,10010919,PHOTO PHACTORY,PHPH100348,"CUSHION COVER- TIFFIN CARRIER					",SMALL HOME FURNISHING,CUSHION COVER,1,32,,,EXPATS
2024-09-23,OR24092300510029,DORS,DO-P1,DF0003,WALK-IN,GNOME AND BOW,GNBW100134,Musketeer Two Tone Coin Slot Small Bifold Wallet Black ,FASHION ACCESSORIES,WALLET,1,168,,,LOCAL/PR
2024-08-14,OR24081400520010,DORS,DO-P2,DF0004,WALK-IN,JDMIS,JDMIS00000,JDMIS Open Item,FASHION ACCESSORIES,0,1,107,,bls128 - fresh water pearl earrings,
2024-08-14,OR24081400510013,DORS,DO-P1,DF0015,DO1100232059,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510013,DORS,DO-P1,DF0015,DO1100232059,SINGLAPA,SILA100097,[Singlapa] Chinese Flask Pouch,GIFTING AND STATIONERY,FLASK,1,27.9,,,Local/PR
2024-08-14,OR24081400510013,DORS,DO-P1,DF0015,DO1100232059,SINGLAPA,SILA100059,[Singlapa] Peranakan Teapot Pouch,FASHION ACCESSORIES,BAG,1,27.9,,,Local/PR
2024-08-14,OR24081400510014,DORS,DO-P1,DF0015,DO1100232060,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510014,DORS,DO-P1,DF0015,DO1100232060,BENEW,BNEW100040, Blind Box Edition Self-Love Collection Bodyscrub Pink ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,LOCAL/PR
2024-08-14,OR24081400510014,DORS,DO-P1,DF0015,DO1100232060,BENEW,BNEW100047, Exfoliating Glowve Body Exfoliating Glove Pink and Blue ,BEAUTY AND WELLNESS,BODY CARE,1,18.64,,,LOCAL/PR
2024-08-14,OR24081400510014,DORS,DO-P1,DF0015,DO1100232060,CLEAN FOLKS CLUB,FOLK100007,Macaron Box Set (Box of 6) Soap  ,BEAUTY AND WELLNESS,SOAP,1,38.15,,,LOCAL/PR
2024-08-14,OR24081400510014,DORS,DO-P1,DF0015,DO1100232060,CLEAN FOLKS CLUB,FOLK100009,Slow Mornings Room & Linen Spray  ,BEAUTY AND WELLNESS,SPRAY,1,30.5,,,LOCAL/PR
2024-08-14,OR24081400510015,DORS,DO-P1,DF0015,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100040,Nasi Lemak Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,TOURIST
2024-08-14,OR24081400510015,DORS,DO-P1,DF0015,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100035,Singapore Skyline Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,TOURIST
2024-08-14,OR24081400510015,DORS,DO-P1,DF0015,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100071,Vanda Miss Joaquim Socks Mult-colored ,FASHION ACCESSORIES,SOCK,1,15.3,,,TOURIST
2024-08-14,OR24081400510015,DORS,DO-P1,DF0015,WALK-IN,SOUL GOOD PROJECT,SGPJ100009,Sea Breeze & Orchid Scented Candle,SMALL HOME FURNISHING,CANDLE,1,49.8,,,TOURIST
2024-08-14,OR24081400510015,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100009,[Singlapa] Blue Porcelain Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,TOURIST
2024-08-14,OR24081400510015,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100007,[Singlapa] Peranakan Tiles Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,TOURIST
2024-09-23,OR24092300510029,DORS,DO-P1,DF0003,WALK-IN,GNOME AND BOW,GNBW100134,Musketeer Two Tone Coin Slot Small Bifold Wallet Black ,FASHION ACCESSORIES,WALLET,1,0,,,LOCAL/PR
2024-09-16,OR24091600510035,DORS,DO-P1,DF0009,WALK-IN,GNOME AND BOW,GNBW100135,Musketeer Two Tone Coin Crossbody Sling Bag Olive Green ,FASHION ACCESSORIES,BAG,1,298,,,TOURIST
2024-08-14,OR24081400510017,DORS,DO-P1,DF0001,DO2100225327,SCENT JOURNER,SJNR100027,A STARLIT SPELL EDP  10ML,BEAUTY AND WELLNESS,FRAGRANCE,1,46,,,Local/PR
2024-08-14,OR24081400510018,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100072,[Singlapa] Chinese Dim Sum Table Runner,SMALL HOME FURNISHING,TABLEWARE,1,76.9,,,Tourist
2024-08-14,OR24081400510018,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100046,[Singlapa] Chinese Teapot Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,Tourist
2024-08-14,OR24081400510018,DORS,DO-P1,DF0015,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,38.41,,,Tourist
2024-08-14,OR24081400510019,DORS,DO-P1,DF0015,DO1100232061,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510019,DORS,DO-P1,DF0015,DO1100232061,DESIGN ORCHARD,DORS100004,Design Orchard Golf Umbrella (Promo),SMALL HOME FURNISHING,UMBRELLA,1,28,,,Local/PR
2024-08-14,OR24081400510020,DORS,DO-P1,DF0015,WALK-IN,STRAIT LIGHTS,STRL100015,Marina Bay Bracelet 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,TOURIST
2024-08-14,OR24081400510020,DORS,DO-P1,DF0015,WALK-IN,STRAIT LIGHTS,STRL100019,Raffles Bracelet 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,TOURIST
2024-07-10,OR24071000510006,DORS,DO-P1,df0015,WALK-IN,GNOME AND BOW,GNBW100138,Musketeer Two Tone Zip Coin Pouch Small Bifold Wallet Black ,FASHION ACCESSORIES,WALLET,1,0,,,Tourist
2024-08-14,OR24081400510020,DORS,DO-P1,DF0015,WALK-IN,STRAIT LIGHTS,STRL100044,Palawan Beach Bracelet - 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,TOURIST
2024-08-14,OR24081400510021,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100085,[Singlapa] Yellow Porcelain Shopping Bag ,FASHION ACCESSORIES,BAG,1,30.9,,,TOURIST
2024-08-14,OR24081400510021,DORS,DO-P1,DF0015,WALK-IN,THE ANIMAL PROJECT,AMPJ100054,TOTEBAG - FLAMINGOS,FASHION ACCESSORIES,BAG,1,32,,,TOURIST
2024-08-14,OR24081400510022,DORS,DO-P1,DF0015,WALK-IN,ANMAKO,ANMK100360,PREMIUM BATIK TULIS SELECT SHORT SLEEVE MEN BATIK SHIRT XL,FASHION APPAREL,MENS TOP,1,259,,,TOURIST
2024-08-14,OR24081400510022,DORS,DO-P1,DF0015,WALK-IN,EMVY,EMVY100048,Ivory Dress White M,FASHION APPAREL,DRESS,1,117.72,,,TOURIST
2024-07-10,OR24071000510006,DORS,DO-P1,df0015,WALK-IN,GNOME AND BOW,GNBW100139,Musketeer Two Tone Zip Coin Pouch Small Bifold Wallet Olive Green ,FASHION ACCESSORIES,WALLET,1,248,,,Tourist
2024-08-14,OR24081400510023,DORS,DO-P1,DF0015,WALK-IN,EUNIQYOU,EUNI100007,ILY Spinner Pendant Gold ,FASHION ACCESSORIES,PENDANT,1,117.72,,,TOURIST
2024-09-09,OR24090900520009,DORS,DO-P2,DF0024,DO2100225429,GNOME AND BOW,GNBW100142,Gulliver Name Card Holder Wallet (RFID Nappa Leather) Blue ,FASHION ACCESSORIES,WALLET,1,128,,,
2024-07-19,OR24071900510005,DORS,DO-P1,DF0001,DO1100231620,GNOME AND BOW,GNBW100142,Gulliver Name Card Holder Wallet (RFID Nappa Leather) Blue ,FASHION ACCESSORIES,WALLET,1,128,,,TOURIST
2024-07-20,OR24072000510032,DORS,DO-P1,DF0024,DO1100231651,GNOME AND BOW,GNBW100142,Gulliver Name Card Holder Wallet (RFID Nappa Leather) Blue ,FASHION ACCESSORIES,WALLET,1,128,,,
2024-08-14,OR24081400510023,DORS,DO-P1,DF0015,WALK-IN,TALKING TOES,TTOE100034,Talking Toes - Go for MILO Athletic Sock - S,FASHION ACCESSORIES,SOCK,1,16.9,,,TOURIST
2024-08-19,OR24081900510034,DORS,DO-P1,DF0015,WALK-IN,GNOME AND BOW,GNBW100147,Gulliver Cash Slim Card Holder Wallet (RFID Nappa Leather) Black ,FASHION ACCESSORIES,WALLET,1,98,,,Local/PR
2024-08-14,OR24081400510024,DORS,DO-P1,DF0015,WALK-IN,EUNIQYOU,EUNI100007,ILY Spinner Pendant Gold ,FASHION ACCESSORIES,PENDANT,1,117.72,,,TOURIST
2024-08-14,OR24081400510025,DORS,DO-P1,DF0001,WEB00371,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,15.9,,,LOCAL/PR
2024-08-31,OR24083100520026,DORS,DO-P2,DF0019,DO2100225397,GNOME AND BOW,GNBW100150,Gulliver Cash Slim Card Holder Wallet (RFID Nappa Leather) Red ,FASHION ACCESSORIES,WALLET,1,98,,,TOURIST
2024-08-14,OR24081400520012,DORS,DO-P2,DF0015,WALK-IN,THE WILD ARTSCAPADE,WILD100016,Live Every Moment Enamel Pin  ,FASHION ACCESSORIES,ENAMEL PIN,1,14.9,,,Tourist
2024-08-14,OR24081400510027,DORS,DO-P1,DF0001,WALK-IN,BENEW,BNEW100049, Strawberry Lucious Lips + Hydrating Lip Mask  ,BEAUTY AND WELLNESS,BODY CARE,1,12.75,,,TOURIST
2024-08-14,OR24081400510028,DORS,DO-P1,DF0001,DO1100232062,DUXTON,DUXT100508,Reversible Kimono - Cerulean Flame   O/S,FASHION APPAREL,MENS TOP,1,210,,,TOURIST
2024-08-14,OR24081400510028,DORS,DO-P1,DF0001,DO1100232062,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-14,OR24081400510028,DORS,DO-P1,DF0001,DO1100232062,TALKING TOES,TTOE100037,Talking Toes -  Kueh-zy Good Crew Sock - M,FASHION ACCESSORIES,SOCK,1,15.9,,,TOURIST
2024-08-14,OR24081400510028,DORS,DO-P1,DF0001,DO1100232062,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,TOURIST
2024-08-14,OR24081400510028,DORS,DO-P1,DF0001,DO1100232062,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,21.5,,,TOURIST
2024-08-14,OR24081400510028,DORS,DO-P1,DF0001,DO1100232062,SCENT JOURNER,SJNR1000006,Clouds In Heaven 10ml,BEAUTY AND WELLNESS,FRAGRANCE,1,46,,,TOURIST
2024-08-14,OR24081400510029,DORS,DO-P1,DF0001,DO1100232063,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510029,DORS,DO-P1,DF0001,DO1100232063,BENEW,BNEW100061,  PETAL PERFECTION Blind Box Edition Self-Love Collection Bodyscrub Purple  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,LOCAL/PR
2024-08-14,OR24081400510030,DORS,DO-P1,DF0001,DO1100232062,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,TOURIST
2024-08-14,OR24081400510031,DORS,DO-P1,DF0001,DO1100232064,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,3,42.93,,,LOCAL/PR
2024-08-09,OR24080900510052,DORS,DO-P1,DF0015,DO1100231996,GNOME AND BOW,GNBW100164,Gulliver Passport Holder (RFID Nappa Leather) Taupe Grey ,FASHION ACCESSORIES,WALLET,1,151.2,,,Local/PR
2024-08-14,OR24081400510031,DORS,DO-P1,DF0001,DO1100232064,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510032,DORS,DO-P1,DF0001,WALK-IN,ARTISAN OF SENSE,ARTS100081,No. 14 Essential Oil - Neroli & Bergamot 10ml,SMALL HOME FURNISHING,OIL,1,27,,,TOURIST
2024-08-14,OR24081400510033,DORS,DO-P1,DF0001,DO1100230391,BENEW,BNEW100056,  BOUGIE BOO Blind Box Edition Self-Love Collection Bodyscrub White  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,LOCAL/PR
2024-08-14,OR24081400510033,DORS,DO-P1,DF0001,DO1100230391,BENEW,BNEW100068,  Exfoliating Glowve Body Exfoliating Glove Pink and Blue  ,BEAUTY AND WELLNESS,BODY CARE,1,18.63,,,LOCAL/PR
2024-08-14,OR24081400510033,DORS,DO-P1,DF0001,DO1100230391,BENEW,BNEW100076,  Ocean & Lavender Shower Steamer   ,BEAUTY AND WELLNESS,BODY CARE,1,44.19,,,LOCAL/PR
2024-08-14,OR24081400510034,DORS,DO-P1,DF0001,WALK-IN,BENEW,BNEW100056,  BOUGIE BOO Blind Box Edition Self-Love Collection Bodyscrub White  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,EXPATS
2024-08-14,OR24081400510034,DORS,DO-P1,DF0001,WALK-IN,BENEW,BNEW100056,  BOUGIE BOO Blind Box Edition Self-Love Collection Bodyscrub White  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,EXPATS
2024-08-14,OR24081400510034,DORS,DO-P1,DF0001,WALK-IN,BENEW,BNEW100056,  BOUGIE BOO Blind Box Edition Self-Love Collection Bodyscrub White  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,EXPATS
2024-08-14,OR24081400510034,DORS,DO-P1,DF0001,WALK-IN,BENEW,BNEW100061,  PETAL PERFECTION Blind Box Edition Self-Love Collection Bodyscrub Purple  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,EXPATS
2024-08-14,OR24081400520013,DORS,DO-P2,DF0004,DO2100225336,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400520014,DORS,DO-P2,DF0004,DO2100225337,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400520015,DORS,DO-P2,DF0004,DO2100225338,FOUNDATION JEWELLERS,FDJW00000,FOUNDATION JEWELLERS,FINE JEWELLERY,0,1,1425,,fdjw - 18k pernanakan diamond charm necklace,
2024-08-14,OR24081400520015,DORS,DO-P2,DF0004,DO2100225338,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-14,OR24081400510035,DORS,DO-P1,DF0001,DO1100232065,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510035,DORS,DO-P1,DF0001,DO1100232065,BENEW,BNEW100061,  PETAL PERFECTION Blind Box Edition Self-Love Collection Bodyscrub Purple  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,Local/PR
2024-08-14,OR24081400510035,DORS,DO-P1,DF0001,DO1100232065,BENEW,BNEW100067,  Petal Perfection Body Butter Body Butter   ,BEAUTY AND WELLNESS,BODY CARE,1,27.45,,,Local/PR
2024-08-14,OR24081400510035,DORS,DO-P1,DF0001,DO1100232065,BENEW,BNEW100076,  Ocean & Lavender Shower Steamer   ,BEAUTY AND WELLNESS,BODY CARE,1,44.19,,,Local/PR
2024-08-12,OR24081200510016,DORS,DO-P1,DF0027,WALK-IN,GNOME AND BOW,GNBW100179,Jekyll & Hyde Lion Skull Beads Bracelet Silver L (22cm),FASHION ACCESSORIES,BRACELET,1,98,,,TOURIST
2024-08-14,OR24081400510036,DORS,DO-P1,DF0001,WALK-IN,THE ANIMAL PROJECT,AMPJ100034,POUCH - HORNBILL  Green,FASHION ACCESSORIES,BAG,1,25,,,TOURIST
2024-08-14,OR24081400510036,DORS,DO-P1,DF0001,WALK-IN,THE ANIMAL PROJECT,AMPJ100156,Pouch Cockatoo  ,FASHION ACCESSORIES,BAG,1,25,,,TOURIST
2024-08-14,OR24081400520016,DORS,DO-P2,DF0004,DO2100225339,BENEW,BNEW100067,  Petal Perfection Body Butter Body Butter   ,BEAUTY AND WELLNESS,BODY CARE,1,27.45,,,Local/PR
2024-08-14,OR24081400520016,DORS,DO-P2,DF0004,DO2100225339,BENEW,BNEW100056,  BOUGIE BOO Blind Box Edition Self-Love Collection Bodyscrub White  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,Local/PR
2024-08-14,OR24081400520016,DORS,DO-P2,DF0004,DO2100225339,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510037,DORS,DO-P1,DF0001,DO1100232066,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-14,OR24081400510037,DORS,DO-P1,DF0001,DO1100232066,BENEW,BNEW100057,"  XOXO, ROSIE Blind Box Edition Self-Love Collection Bodyscrub Pink  ",BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,TOURIST
2024-08-14,OR24081400510037,DORS,DO-P1,DF0001,DO1100232066,BENEW,BNEW100061,  PETAL PERFECTION Blind Box Edition Self-Love Collection Bodyscrub Purple  ,BEAUTY AND WELLNESS,BODY CARE,1,29.43,,,TOURIST
2024-07-16,OR24071600510038,DORS,DO-P1,DF0007,DO1100231598,GNOME AND BOW,GNBW100183,Musketeer Fleur-de-lis Beads Bracelet Brown M (20cm),FASHION ACCESSORIES,BRACELET,1,98,,,
2024-07-26,OR24072600510048,DORS,DO-P1,DF0019,WALK-IN,GNOME AND BOW,GNBW100186,Musketeer Fleur-de-lis Beads Bracelet Green L (22cm),FASHION ACCESSORIES,BRACELET,1,0,,,TOURIST
2024-07-26,OR24072600510048,DORS,DO-P1,DF0019,WALK-IN,GNOME AND BOW,GNBW100187,Musketeer Fleur-de-lis Beads Bracelet Green M (20cm),FASHION ACCESSORIES,BRACELET,1,98,,,TOURIST
2024-08-14,OR24081400510037,DORS,DO-P1,DF0001,DO1100232066,BENEW,BNEW100076,  Ocean & Lavender Shower Steamer   ,BEAUTY AND WELLNESS,BODY CARE,1,44.19,,,TOURIST
2024-08-16,OR24081600510011,DORS,DO-P1,DF0019,DO2100225329,GNOME AND BOW,GNBW100195,Musketeer Lucky Horse Beads Bracelet Brown M (20cm),FASHION ACCESSORIES,BRACELET,1,98,,Amiliy,TOURIST
2024-08-15,OR24081500510016,DORS,DO-P1,DF0017,DO1100232073,GNOME AND BOW,GNBW100196,Musketeer Lucky Horse Beads Bracelet Brown S (18cm),FASHION ACCESSORIES,BRACELET,1,98,,,TOURIST
2024-08-16,OR24081600510011,DORS,DO-P1,DF0019,DO2100225329,GNOME AND BOW,GNBW100199,Musketeer Lucky Horse Beads Bracelet Green M (20cm),FASHION ACCESSORIES,BRACELET,1,0,,Amiliyn,TOURIST
2024-08-14,OR24081400520017,DORS,DO-P2,DF0004,DO2100225340,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-09-14,OR24091400510035,DORS,DO-P1,DF0016,WALK-IN,GNOME AND BOW,GNBW100206,Ralph Braided Leather Bracelet Black L (22cm),FASHION ACCESSORIES,BRACELET,1,0,,,TOURIST
2024-08-29,OR24082900510031,DORS,DO-P1,DF0016,WALK-IN,GNOME AND BOW,GNBW100207,Ralph Braided Leather Bracelet Black M (20cm),FASHION ACCESSORIES,BRACELET,1,0,,,TOURIST
2024-08-14,OR24081400510038,DORS,DO-P1,DF0001,WALK-IN,NYANA NYANA ECO FASHION,NYAN100170,IKAT Handwoven Bracelet Set,FASHION ACCESSORIES,SET,1,29,,,EXPATS
2024-08-14,OR24081400510038,DORS,DO-P1,DF0001,WALK-IN,NYANA NYANA ECO FASHION,NYAN100169,IKAT Handwoven Bracelet,FASHION ACCESSORIES,BRACELET,1,18,,,EXPATS
2024-08-14,OR24081400510038,DORS,DO-P1,DF0001,WALK-IN,TAKACHYA,TKC100022,Chinese Idioms Progress Daily Cycling Cap Blue/White Free Size ,FASHION ACCESSORIES,CAP,1,43.6,,,EXPATS
2024-08-23,OR24082300510021,DORS,DO-P1,DF0019,DO1100232165,GNOME AND BOW,GNBW100215,Ralph Braided Leather Bracelet Blue M (20cm),FASHION ACCESSORIES,BRACELET,1,98,"
REFUND REASON: 1",,LOCAL/PR
2024-07-28,OR24072800510005,DORS,DO-P1,DF0015,DO1100231749,GNOME AND BOW,GNBW100218,Ralph Braided Leather Bracelet (Antique) Blue L (22cm),FASHION ACCESSORIES,BRACELET,1,98,,,
2024-08-14,OR24081400510038,DORS,DO-P1,DF0001,WALK-IN,FORBIDDEN HILL,FBHL100131,16mm - Silk Slides BNGL ACSY Peacock Green,FASHION ACCESSORIES,BRACELET,1,25,,,EXPATS
2024-08-14,OR24081400510038,DORS,DO-P1,DF0001,WALK-IN,EDEN&ELIE,EDEL100202,Modern Peranakan Capsule Necklace - Cherry Blossom,FASHION ACCESSORIES,NECKLACE,1,283,,,EXPATS
2024-08-14,OR24081400510039,DORS,DO-P1,DF0001,WALK-IN,EVERYDAY CLUB,EDAY100034,TheEverydayClub Keychains  Assorted 1SZ,FASHION ACCESSORIES,BAG,1,13.08,,,TOURIST
2024-08-14,OR24081400510040,DORS,DO-P1,DF0015,WALK-IN,FEED MY PAWS,PAWS100003,Super Salami Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,LOCAL/PR
2024-08-14,OR24081400510040,DORS,DO-P1,DF0015,WALK-IN,FEED MY PAWS,PAWS100004,Beef & Cheese Pet Treats 70G,FOOD,PET FOOD,1,17.5,,,LOCAL/PR
2024-08-14,OR24081400510041,DORS,DO-P1,DF0015,WALK-IN,STRAIT LIGHTS,STRL100027,Botanic Gardens Bracelet - Corded Adjustable,FASHION ACCESSORIES,BRACELET,1,48,,,TOURIST
2024-08-14,OR24081400510041,DORS,DO-P1,DF0015,WALK-IN,KELLY SER ATELIER,KELA100048,Blue Bamboo Plate: Tiger Beer  20cm,SMALL HOME FURNISHING,PLATE,1,15.9,,,TOURIST
2024-08-14,OR24081400510042,DORS,DO-P1,DF0015,DO1100232067,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-23,OR24082300510020,DORS,DO-P1,DF0019,DO1100232165,GNOME AND BOW,GNBW100223,Ralph Braided Leather Bracelet Brown M (20cm),FASHION ACCESSORIES,BRACELET,1,0,,,LOCAL/PR
